Configuration;Best way;Its distance;Average way;Dispersion
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-1;10-1-11-4-15-12-2-13-5-9-3-6-7-14-8-10;83.8;97.4725;[83.8-108.28]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-2;3-6-9-13-5-2-14-8-1-11-15-4-10-12-7-3;86.69;95.4975;[86.69-104.9]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-3;10-11-13-5-15-7-12-4-3-9-2-6-14-1-8-10;94.01;102.537;[94.01-110.81]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP10 PC-1;1-3-9-13-8-15-7-12-6-2-14-10-4-11-5-1;87.87;101.12;[87.87-112.2]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP10 PC-2;1-5-11-13-7-2-3-4-14-12-10-6-9-15-8-1;104.37;118.485;[104.37-128.67]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP10 PC-3;14-12-7-13-11-8-2-10-1-5-9-3-15-6-4-14;106.84;113.25;[106.84-119.3]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-1;1-8-4-12-15-2-7-3-14-10-6-9-5-13-11-1;81.13;95.9425;[81.13-111.87]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-2;10-6-2-3-11-1-8-7-13-9-5-14-4-12-15-10;101.05;109.312;[101.05-120.53]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP50 PC-3;10-14-8-1-3-12-6-2-4-15-5-11-13-9-7-10;92.32;102.537;[92.32-114.27]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-1;2-14-7-12-8-10-4-15-1-13-11-6-3-9-5-2;92.29;101.33;[92.29-109.01]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-2;12-10-14-7-2-15-4-5-3-8-1-13-11-9-6-12;91.49;99.6775;[91.49-114.75]
CR-1 PN-10 G-1 PP-10 SM-1 MAX_STEP100 PC-3;7-11-13-9-1-5-3-6-8-14-10-4-15-12-2-7;84.06;99.7425;[84.06-106.86]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;2-3-13-11-1-14-8-12-6-9-5-7-4-15-10-2;94.53;100.02;[94.53-107.59]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;13-10-14-12-7-4-5-11-8-15-2-9-3-6-1-13;95.96;106.775;[95.96-119.52]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;6-12-2-15-4-14-11-1-7-13-5-10-8-9-3-6;98.86;105.315;[98.86-110.08]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;6-2-7-4-8-11-5-12-3-9-15-10-14-1-13-6;98.35;102.092;[98.35-108.31]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;14-1-11-13-5-9-6-12-2-15-10-7-3-4-8-14;84.25;94.995;[84.25-107.61]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;2-3-11-5-1-8-14-12-6-9-13-15-4-10-7-2;88.94;96.68;[88.94-104.1]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;11-5-2-7-14-10-1-8-15-6-3-12-4-9-13-11;94.27;97.4775;[94.27-102.46]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;1-13-5-11-2-7-15-3-9-6-12-4-14-10-8-1;75.24;84.175;[75.24-90.67]
CR-1 PN-10 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;10-4-7-6-3-2-12-15-8-1-11-5-13-9-14-10;69.23;82.9825;[69.23-94.48]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;4-14-10-1-5-9-2-7-15-12-3-6-11-13-8-4;86.19;97.025;[86.19-112.11]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;11-1-10-15-7-12-4-8-9-6-2-3-5-14-13-11;95.49;98.16;[95.49-100.03]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;10-4-7-6-2-3-5-11-13-1-9-8-12-15-14-10;83.16;99.0325;[83.16-117.22]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;5-11-13-2-7-3-9-6-15-12-10-4-14-8-1-5;81.22;88.1425;[81.22-95.56]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;2-12-14-10-11-13-5-9-3-8-1-7-15-4-6-2;80.55;93.525;[80.55-105.43]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;2-6-9-3-1-8-14-12-11-13-5-10-15-4-7-2;84.35;92.11;[84.35-102.86]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;14-10-4-15-7-12-9-5-13-11-6-3-2-8-1-14;75.7;84.56;[75.7-100.67]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;1-11-13-9-3-2-6-5-7-14-10-12-15-4-8-1;80.02;86.9025;[80.02-92.77]
CR-1 PN-10 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;5-13-11-8-1-10-12-4-14-7-6-3-15-2-9-5;83.26;89.5025;[83.26-103.08]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-1;3-1-11-5-14-9-13-15-4-10-7-8-12-2-6-3;102.22;108.692;[102.22-118.52]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-2;9-6-13-1-8-14-10-11-4-15-2-12-5-7-3-9;110.2;118.672;[110.2-133.25]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP10 PC-3;10-6-11-13-1-5-9-12-15-2-3-7-4-8-14-10;94.23;103.688;[94.23-115.82]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-1;10-6-7-3-15-4-2-12-14-9-5-13-11-1-8-10;91.25;97.8575;[91.25-101.65]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-2;5-11-8-14-10-15-9-2-4-12-6-3-7-1-13-5;89.99;99.3675;[89.99-106.8]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP50 PC-3;15-4-7-12-6-3-9-10-8-5-13-11-1-14-2-15;75.79;87.1975;[75.79-101.07]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP100 PC-1;7-12-15-6-3-4-10-14-1-2-9-13-5-11-8-7;90.57;103.453;[90.57-116.7]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP100 PC-2;14-5-1-6-3-9-13-11-10-2-12-7-15-4-8-14;86.51;97.8075;[86.51-108.93]
CR-1 PN-10 G-1 PP-5 SM-1 MAX_STEP100 PC-3;13-5-3-2-12-10-7-15-4-9-6-14-11-8-1-13;91.15;100.082;[91.15-105.95]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-1;7-12-6-3-9-11-5-13-4-2-15-10-1-14-8-7;87.73;103.05;[87.73-113.32]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-2;9-5-8-15-3-11-13-1-7-14-2-12-10-4-6-9;105.2;112.922;[105.2-124.75]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-3;9-6-3-2-8-10-13-5-11-12-15-14-4-1-7-9;110.31;112.537;[110.31-114.51]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-1;4-10-11-9-1-8-5-13-3-6-12-7-2-15-14-4;85.86;93.0625;[85.86-103.89]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-2;11-1-6-2-12-14-7-15-8-4-10-9-3-13-5-11;87.98;100.557;[87.98-109.06]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-3;2-4-10-14-8-7-12-5-11-6-3-9-13-1-15-2;90.81;94.685;[90.81-101.9]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-1;6-3-2-9-13-5-11-1-15-12-8-14-4-7-10-6;84.08;90.4225;[84.08-102.31]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-2;6-14-10-8-4-1-3-2-12-15-7-5-9-11-13-6;105.46;109.635;[105.46-119.85]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-3;2-14-4-8-5-1-11-9-13-3-6-15-10-7-12-2;87.24;99.8475;[87.24-104.68]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-1;6-5-13-11-1-10-8-9-3-4-7-2-12-15-14-6;88.81;101.082;[88.81-108.44]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-2;8-10-12-2-6-5-13-11-1-15-3-14-4-7-9-8;101.77;105.95;[101.77-109.28]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-3;4-10-15-11-8-14-13-1-5-6-2-9-3-12-7-4;96.11;104.845;[96.11-111.23]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-1;6-15-14-8-10-4-11-13-12-3-9-5-1-7-2-6;99.2;103.295;[99.2-108.7]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-2;11-9-3-2-12-7-4-8-10-15-14-6-5-13-1-11;79.75;95.7125;[79.75-102.02]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-3;8-13-11-1-5-15-7-10-4-3-2-12-6-9-14-8;93.01;98.455;[93.01-103.97]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-1;1-3-9-5-13-6-12-15-2-7-4-14-10-8-11-1;78.66;90.61;[78.66-99.02]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-2;13-11-1-6-7-12-15-4-2-8-10-14-9-3-5-13;86.15;96.215;[86.15-102.5]
CR-1 PN-10 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-3;9-3-6-10-4-15-12-2-7-5-13-11-1-8-14-9;73.69;84.24;[73.69-98.11]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP10 PC-1;12-11-8-9-6-3-2-15-7-4-1-13-5-14-10-12;94.01;107.685;[94.01-118.99]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP10 PC-2;15-7-5-3-9-2-12-10-4-14-6-13-11-1-8-15;95.07;107.18;[95.07-116.28]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP10 PC-3;15-2-6-5-9-13-11-1-10-12-14-4-7-3-8-15;97.4;106.75;[97.4-112.81]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP50 PC-1;2-15-7-14-5-1-11-8-10-13-9-12-4-3-6-2;97.76;104.685;[97.76-110.34]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP50 PC-2;4-10-5-8-13-9-3-12-2-6-11-1-15-7-14-4;97;100.17;[97-103.45]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP50 PC-3;9-8-4-15-7-6-2-11-10-12-14-1-5-13-3-9;102.75;108.02;[102.75-114.85]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP100 PC-1;1-14-4-12-8-11-10-2-7-15-6-3-9-13-5-1;87.28;105.135;[87.28-116.4]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP100 PC-2;2-12-10-8-11-1-7-4-15-14-3-9-5-13-6-2;85.2;86.69;[85.2-89.56]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP100 PC-3;4-10-7-12-2-3-15-11-5-1-13-9-6-14-8-4;93.06;104.892;[93.06-112.63]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-1;9-3-12-15-4-10-8-1-14-6-2-7-5-11-13-9;83.18;91.48;[83.18-101.63]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-2;3-9-11-1-8-12-2-7-4-10-14-6-15-13-5-3;87.74;98.01;[87.74-115.45]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-3;4-12-7-14-10-2-6-9-13-8-15-3-11-5-1-4;96.06;107.29;[96.06-115.7]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-1;3-9-13-11-5-15-7-10-4-8-1-14-12-6-2-3;81.19;92.2;[81.19-99.37]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-2;12-2-10-8-1-6-3-9-11-5-13-4-14-15-7-12;77.28;93.595;[77.28-104.52]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-3;13-1-8-10-14-4-6-9-11-5-3-2-7-12-15-13;84.95;92.175;[84.95-97.52]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-1;7-8-2-12-6-9-3-5-1-11-13-10-4-14-15-7;86.14;95.885;[86.14-102.57]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-2;10-8-5-11-9-13-1-3-2-4-12-6-15-7-14-10;89.81;94.56;[89.81-99.43]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-3;11-13-5-9-8-1-6-3-15-12-2-14-10-4-7-11;85.82;97.765;[85.82-108.24]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-1;12-3-11-8-7-14-10-4-1-5-13-9-6-2-15-12;90.03;103.832;[90.03-114.05]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-2;15-12-7-4-10-3-6-14-1-11-9-5-13-8-2-15;87.27;95.205;[87.27-101.33]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-3;1-9-13-11-5-8-10-15-4-14-12-3-2-6-7-1;91.08;101.773;[91.08-118.24]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-1;3-12-2-6-7-4-10-14-15-9-5-8-13-1-11-3;89.22;97.4975;[89.22-106.04]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-2;6-12-3-15-14-8-10-4-7-2-1-11-13-5-9-6;83.24;96.6475;[83.24-107.9]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-3;15-5-13-4-14-10-12-2-8-1-11-9-3-6-7-15;84.33;99.7675;[84.33-106.76]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-1;7-12-10-14-8-15-9-2-6-3-11-1-5-13-4-7;89.03;102.077;[89.03-111.19]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-2;12-14-10-7-1-5-9-2-4-8-11-13-3-6-15-12;92.88;99.9825;[92.88-115.6]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-3;1-7-12-15-14-8-11-13-5-10-2-6-3-9-4-1;90.62;100.337;[90.62-109.4]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP10 PC-1;1-10-12-4-6-14-5-8-2-15-7-3-9-13-11-1;104.78;106.115;[104.78-106.88]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP10 PC-2;4-12-7-5-11-8-1-3-15-14-10-2-6-9-13-4;100.88;108.27;[100.88-112.94]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP10 PC-3;2-11-9-1-8-13-5-14-12-4-10-15-7-6-3-2;92.47;105.623;[92.47-115.81]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP50 PC-1;8-3-9-13-11-1-5-14-7-12-15-6-2-10-4-8;87.35;93.8;[87.35-103.47]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP50 PC-2;9-5-6-3-10-8-4-14-7-12-2-15-1-11-13-9;87.47;94.1475;[87.47-106.12]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP50 PC-3;8-11-9-1-13-5-4-12-15-10-7-3-6-2-14-8;88.9;101.65;[88.9-107.4]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP100 PC-1;5-1-11-3-14-12-10-15-7-4-8-2-6-9-13-5;91.22;97.7525;[91.22-106.3]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP100 PC-2;13-11-2-7-15-12-4-14-8-1-5-10-6-3-9-13;82.33;99.215;[82.33-111.91]
CR-1 PN-10 G-5 PP-10 SM-1 MAX_STEP100 PC-3;9-5-11-1-8-14-4-10-12-2-3-15-7-6-13-9;80.88;98.045;[80.88-108.46]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP10 PC-1;10-4-2-12-14-9-5-13-1-11-8-15-6-3-7-10;87.2;93.5925;[87.2-98.68]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP10 PC-2;9-13-1-11-8-10-12-4-15-7-2-6-3-5-14-9;85.49;94.5925;[85.49-103.33]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP10 PC-3;6-15-7-10-14-8-4-2-11-13-1-5-9-3-12-6;85.66;94.9275;[85.66-103.37]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP50 PC-1;5-8-4-7-15-10-6-9-3-12-2-14-1-11-13-5;81.45;88.195;[81.45-98.08]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP50 PC-2;13-5-1-7-8-4-10-15-12-2-14-6-3-9-11-13;84.68;94.22;[84.68-105.55]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP50 PC-3;10-14-11-9-3-5-13-1-15-7-4-12-2-6-8-10;85.33;90.4975;[85.33-94.4]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP100 PC-1;3-5-13-11-9-10-8-1-14-7-15-12-4-2-6-3;77.96;93.41;[77.96-109.9]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP100 PC-2;6-10-12-15-4-7-2-9-1-13-5-14-8-11-3-6;92.01;101.367;[92.01-111.73]
CR-1 PN-10 G-5 PP-10 SM-2 B-2 MAX_STEP100 PC-3;6-9-11-5-13-1-3-7-12-4-8-10-14-2-15-6;90;102.472;[90-109.47]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP10 PC-1;12-2-7-15-14-10-5-13-11-9-3-6-1-8-4-12;73.86;91.4075;[73.86-98.66]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP10 PC-2;1-13-9-3-6-2-15-4-12-14-11-5-8-10-7-1;84.13;92.88;[84.13-104.13]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP10 PC-3;11-9-6-3-2-7-4-14-12-10-15-1-8-5-13-11;77.49;84.9075;[77.49-92.92]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP50 PC-1;14-12-6-10-4-15-7-2-3-5-9-11-13-1-8-14;78.48;89.5375;[78.48-105.64]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP50 PC-2;4-14-8-9-13-5-11-1-10-12-7-2-6-3-15-4;74.51;88.2775;[74.51-106.04]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP50 PC-3;8-6-15-4-14-10-5-13-7-12-2-3-9-11-1-8;86.64;92.94;[86.64-103.96]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP100 PC-1;7-9-5-13-1-8-11-2-12-6-3-15-4-14-10-7;82.48;88.3225;[82.48-93.17]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP100 PC-2;13-5-9-3-11-1-7-14-8-12-2-10-15-4-6-13;96.38;101.257;[96.38-105.19]
CR-1 PN-10 G-5 PP-10 SM-2 B-4 MAX_STEP100 PC-3;10-5-13-2-7-1-11-8-14-9-3-6-12-15-4-10;92.7;97.865;[92.7-105.83]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP10 PC-1;14-2-12-7-15-10-1-3-6-11-5-9-13-4-8-14;97.18;105.665;[97.18-111.18]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP10 PC-2;15-11-13-3-6-9-2-5-8-1-4-7-10-14-12-15;99.75;103.877;[99.75-106.25]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP10 PC-3;2-14-8-13-1-11-9-3-10-12-4-15-7-6-5-2;98.83;105.078;[98.83-117.18]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP50 PC-1;13-11-5-7-15-4-6-12-8-14-2-10-3-9-1-13;99.92;107.032;[99.92-113.38]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP50 PC-2;13-11-1-12-14-6-3-5-9-8-4-7-2-15-10-13;100.39;105.882;[100.39-109.77]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP50 PC-3;13-5-9-11-14-10-1-6-3-7-4-15-2-12-8-13;93.71;99.95;[93.71-104.99]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP100 PC-1;4-7-15-8-13-5-11-9-6-3-2-14-12-1-10-4;88.72;101.21;[88.72-106.25]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP100 PC-2;12-7-1-11-3-9-5-13-6-10-4-8-14-15-2-12;91;107.543;[91-116.48]
CR-1 PN-10 G-5 PP-5 SM-1 MAX_STEP100 PC-3;6-2-3-9-1-7-12-10-14-15-8-4-11-5-13-6;95.92;104.175;[95.92-111.33]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-1;4-1-13-11-5-8-10-2-12-15-14-6-3-9-7-4;85.68;95.2875;[85.68-98.69]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-2;12-2-9-11-1-5-13-8-6-3-10-4-14-7-15-12;82.81;90.9125;[82.81-102.6]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-3;1-15-7-2-3-9-11-8-12-6-14-10-4-13-5-1;95.26;102.03;[95.26-112.75]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-1;8-4-15-12-3-6-7-2-14-13-5-11-9-1-10-8;94.13;102.255;[94.13-115.19]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-2;10-7-4-11-5-8-1-14-12-2-15-6-3-9-13-10;92.63;98.005;[92.63-109.47]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-3;15-3-9-6-2-12-14-10-4-7-8-1-5-13-11-15;76.68;92.67;[76.68-108.07]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-1;2-3-6-7-12-15-1-8-14-4-9-11-5-13-10-2;90.53;98.5175;[90.53-105.25]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-2;14-12-15-10-8-11-13-1-5-6-3-9-2-7-4-14;76.11;93.9975;[76.11-104.48]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-3;7-15-4-1-8-2-3-9-13-11-5-14-10-6-12-7;84.19;97.5775;[84.19-109.99]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-1;3-9-5-8-1-11-13-6-12-14-10-15-7-4-2-3;74.26;90.21;[74.26-101.54]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-2;11-5-13-10-4-9-6-3-2-7-15-12-14-1-8-11;82.23;99.4325;[82.23-107.73]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP10 PC-3;2-9-10-4-7-12-14-15-3-6-8-1-11-5-13-2;92.25;100.24;[92.25-108.75]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-1;1-13-11-9-14-15-12-6-4-10-7-2-3-5-8-1;90.97;95.2725;[90.97-105.87]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-2;5-11-1-8-12-15-10-4-2-7-13-9-3-6-14-5;90.23;95.995;[90.23-107.19]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP50 PC-3;11-5-6-2-3-12-7-9-13-1-8-14-15-10-4-11;91.78;97.83;[91.78-102.77]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-1;11-2-7-8-13-1-10-14-4-15-12-6-5-3-9-11;99.14;104.97;[99.14-107.93]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-2;14-12-10-2-7-4-15-13-5-1-11-9-6-3-8-14;87.88;94.855;[87.88-104.42]
CR-1 PN-10 G-5 PP-5 SM-2 B-2 MAX_STEP100 PC-3;2-7-15-9-3-5-11-8-1-13-12-10-4-14-6-2;90.93;96.1825;[90.93-100.44]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP10 PC-1;3-9-1-11-13-5-8-7-2-6-14-15-4-10-12-3;81.59;99.8975;[81.59-109.76]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP10 PC-2;5-14-7-4-3-6-2-15-11-13-9-12-10-8-1-5;97.18;103.555;[97.18-109.71]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP10 PC-3;15-2-6-3-4-5-9-1-13-11-12-10-14-8-7-15;94.28;104.455;[94.28-112.74]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP50 PC-1;6-4-7-2-12-14-1-8-10-15-3-9-5-13-11-6;83.93;91.2175;[83.93-96.46]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP50 PC-2;13-5-14-10-12-4-7-15-2-3-6-9-8-11-1-13;76.25;97.7025;[76.25-106.34]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP50 PC-3;12-2-15-7-6-13-5-14-3-9-1-8-11-10-4-12;99.21;106.278;[99.21-109.9]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP100 PC-1;2-3-6-13-5-11-9-4-12-1-8-10-14-15-7-2;84.51;91.8525;[84.51-106.09]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP100 PC-2;10-12-8-14-5-1-13-11-7-4-15-3-9-6-2-10;95.95;107.38;[95.95-116.91]
CR-1 PN-10 G-10 PP-5 SM-1 MAX_STEP100 PC-3;15-7-5-13-3-6-2-12-4-10-8-14-9-11-1-15;90.15;100.333;[90.15-111.04]
CR-1 PN-10 G-10 PP-5 SM-2 B-2 MAX_STEP10 PC-1;8-13-11-5-1-9-14-12-7-4-3-6-2-15-10-8;84.33;92.3325;[84.33-97.02]
CR-1 PN-10 G-10 PP-5 SM-2 B-2 MAX_STEP10 PC-2;3-9-15-10-4-1-8-13-5-11-14-2-12-7-6-3;84.82;89.0625;[84.82-96.56]
CR-1 PN-10 G-10 PP-5 SM-2 B-2 MAX_STEP10 PC-3;9-6-3-4-7-13-1-10-14-15-2-12-8-11-5-9;90.38;101.75;[90.38-110.14]
CR-1 PN-10 G-10 PP-5 SM-2 B-2 MAX_STEP50 PC-1;2-6-3-9-5-8-4-1-11-13-10-15-12-14-7-2;82.66;94.3975;[82.66-106.2]
CR-1 PN-10 G-10 PP-5 SM-2 B-2 MAX_STEP50 PC-2;4-15-14-8-1-11-6-2-7-12-13-5-9-3-10-4;80.54;90.3775;[80.54-105.76]
CR-1 PN-10 G-10 PP-5 SM-2 B-2 MAX_STEP50 PC-3;7-3-6-11-9-5-1-13-8-10-14-4-15-2-12-7;79.99;94.9075;[79.99-105.03]
